;RestaurantName;AverageCostForTwo;AggregateRating;RatingText;Votes;Date;Coordinates;City/Country/Continent
8987;The Bakery Mart;800;0.0;Not rated;1.0;2018-03-14T18:40:47Z;[28.5204779, 77.3820118];Noida/India/Asia
8988;Southern Flavours;350;2.4;Poor;54.0;2016-07-16T03:01:32Z;[28.5143706, 77.3854743];Noida/India/Asia
8989;Cakebak;400;3.1;Average;8.0;2016-07-29T10:56:35Z;[28.59579437, 77.36500047];Noida/India/Asia
8990;Fire n Ice;600;0.0;Not rated;1.0;2016-04-09T03:42:33Z;[28.5971027, 77.3648332];Noida/India/Asia
8991;Adarsh Kulfi;100;3.0;Average;7.0;2016-12-16T06:07:23Z;[28.5854737, 77.34044940000001];Noida/India/Asia
8992;Andaaz E Paranthas;550;3.2;Average;36.0;2017-02-23T18:25:47Z;[28.5854737, 77.34044940000001];Noida/India/Asia
8993;Hot Fries;350;3.0;Average;8.0;2016-07-21T05:34:29Z;[28.5854737, 77.34044940000001];Noida/India/Asia
8994;Pizza Hut;1000;3.4;Average;144.0;2016-05-09T19:32:02Z;[28.586410200000003, 77.3413131];Noida/India/Asia
8995;Rasoi E Punjab;500;2.6;Average;32.0;2016-11-18T12:16:25Z;[28.5854737, 77.34044940000001];Noida/India/Asia
8996;Subway;500;3.4;Average;93.0;2018-09-01T08:04:46Z;[28.586404700000003, 77.3398007];Noida/India/Asia
8997;Haldiram's;600;3.6;Good;301.0;2017-12-11T14:02:25Z;[28.5861409, 77.34121400000001];Noida/India/Asia
8998;Legends Barbeques;1300;3.9;Good;1088.0;2017-09-14T14:37:59Z;[28.5862391, 77.341371];Noida/India/Asia
8999;6 Packs Momos;300;0.0;Not rated;0.0;2016-06-21T15:50:50Z;[28.586, 77.3406022];Noida/India/Asia
9000;Balti;400;0.0;Not rated;1.0;2018-06-25T18:02:11Z;[28.5706333, 77.3272147];Noida/India/Asia
9001;Baskin Robbins;300;0.0;Not rated;1.0;2016-04-08T13:43:06Z;[28.5855119, 77.341593];Noida/India/Asia
9002;KBCŒ_;500;0.0;Not rated;3.0;2016-02-01T08:44:01Z;[28.5863196, 77.34097340000001];Noida/India/Asia
9003;Nukkad Bites;500;0.0;Not rated;2.0;2016-11-12T12:11:24Z;[28.5835794, 77.33732490000001];Noida/India/Asia
9004;Pan Asian Noodles;550;0.0;Not rated;3.0;2017-06-03T16:35:39Z;[28.586310600000004, 77.3409762];Noida/India/Asia
9005;Chicane;2500;2.2;Poor;116.0;2018-03-27T16:18:34Z;[28.5854928, 77.3410212];Noida/India/Asia
9006;US Pizza;650;2.2;Poor;134.0;2018-02-04T04:47:34Z;[28.5854928, 77.3410212];Noida/India/Asia
9007;Angeethi Se;600;3.2;Average;35.0;2016-08-04T11:41:39Z;[28.5971027, 77.3648332];Noida/India/Asia
9008;Barista;650;2.5;Average;23.0;2016-06-09T02:15:43Z;[28.5971027, 77.3648332];Noida/India/Asia
9009;BK's The Juice Bar;200;3.0;Average;10.0;2018-09-14T05:27:30Z;[28.5971027, 77.3648332];Noida/India/Asia
9010;Eden Kitchen & Bar;2000;3.1;Average;129.0;2016-01-26T15:58:53Z;[28.5973057, 77.36460890000001];Noida/India/Asia
9011;Moti Mahal Delux Tandoori Trail;1000;2.5;Average;28.0;2018-09-01T16:12:07Z;[28.59706210000001, 77.364878];Noida/India/Asia
9012;New Woks;750;2.5;Average;79.0;2016-01-20T14:54:59Z;[28.59706210000001, 77.364878];Noida/India/Asia
9013;Otik Hotshop;600;3.1;Average;147.0;2017-08-19T08:14:06Z;[28.5971027, 77.3648332];Noida/India/Asia
9014;Pizza Hut;1000;3.3;Average;113.0;2017-06-21T02:18:47Z;[28.5973425, 77.36484054];Noida/India/Asia
9015;Punjabi Dhaba 61;800;2.6;Average;75.0;2018-03-18T18:12:55Z;[28.5971298, 77.36491690000001];Noida/India/Asia
9016;Punjabi Pakwaan;1200;3.0;Average;120.0;2016-05-12T15:44:03Z;[28.5971518, 77.364878];Noida/India/Asia
9017;Spice of India;700;2.6;Average;76.0;2017-12-28T03:53:31Z;[28.597143300000003, 77.36478829999999];Noida/India/Asia
9018;Swaad;600;2.7;Average;15.0;2017-09-21T09:25:37Z;[28.59706210000001, 77.364878];Noida/India/Asia
9019;Yumm Biryani;550;3.2;Average;160.0;2017-05-04T08:36:28Z;[28.5971097, 77.3649068];Noida/India/Asia
9020;Otik Cake Shop;450;3.5;Good;105.0;2016-04-20T12:24:33Z;[28.5971027, 77.3648332];Noida/India/Asia
9021;Adarsh Kulfi;100;0.0;Not rated;3.0;2017-03-07T20:19:43Z;[28.5971027, 77.3648332];Noida/India/Asia
9022;Pizza Junction;550;0.0;Not rated;1.0;2017-10-03T03:50:49Z;[28.59716667, 77.36474722];Noida/India/Asia
9023;Domino's Pizza;700;2.4;Poor;98.0;2017-10-23T04:01:43Z;[28.5971137, 77.3649083];Noida/India/Asia
9024;Sagar Ratna;600;2.3;Poor;155.0;2016-06-28T05:18:29Z;[28.5971027, 77.3648332];Noida/India/Asia
9025;Subway;500;2.3;Poor;24.0;2016-05-23T22:31:46Z;[28.59689799, 77.36498103];Noida/India/Asia
9026;Barista;650;3.3;Average;57.0;2016-01-27T10:52:38Z;[28.567510700000003, 77.3258017];Noida/India/Asia
9027;Bikano Chat Cafe;500;3.0;Average;38.0;2017-04-10T18:07:03Z;[28.5674499, 77.325869];Noida/India/Asia
9028;Cafe Coffee Day;450;2.7;Average;18.0;2016-03-17T02:18:21Z;[28.5678712, 77.3262953];Noida/India/Asia
9029;Cafe Coffee Day;450;2.7;Average;34.0;2018-04-22T15:17:32Z;[28.5676664, 77.32602609999999];Noida/India/Asia
9030;Chaayos;400;3.4;Average;67.0;2016-09-02T15:50:29Z;[28.566702000000003, 77.32530809999999];Noida/India/Asia
9031;Chopaal Marwari;600;2.8;Average;102.0;2018-01-21T16:49:34Z;[28.5670755, 77.325482];Noida/India/Asia
9032;Dolce Gelato;300;3.0;Average;8.0;2016-08-27T09:30:55Z;[28.5680759, 77.3265645];Noida/India/Asia
9033;Domino's Pizza;700;3.2;Average;60.0;2017-11-10T10:19:37Z;[28.5675098, 77.32555490000001];Noida/India/Asia
9034;Gelato Vinto;250;3.1;Average;32.0;2017-11-22T07:09:33Z;[28.567747600000004, 77.3259363];Noida/India/Asia
9035;Kebab Xpress;600;3.2;Average;106.0;2017-08-29T02:04:50Z;[28.5672542, 77.3254017];Noida/India/Asia
9036;McDonald's;500;3.4;Average;70.0;2016-04-05T07:10:16Z;[28.5671503, 77.32530809999999];Noida/India/Asia
9037;Pind Balluchi;800;3.3;Average;793.0;2017-10-24T03:03:53Z;[28.5671588, 77.3253979];Noida/India/Asia
9038;Ristorante Prego;1200;3.1;Average;372.0;2016-06-15T23:56:02Z;[28.5671588, 77.3253979];Noida/India/Asia
9039;The Coffee Bean & Tea Leaf;700;2.6;Average;55.0;2017-07-03T09:22:11Z;[28.56721958, 77.32540604];Noida/India/Asia
9040;Turquoise Turkish Ice-cream;250;3.4;Average;11.0;2017-01-13T18:50:23Z;[28.5680759, 77.3265645];Noida/India/Asia
9041;Yo! China;1300;2.6;Average;334.0;2016-05-20T19:33:19Z;[28.5678221, 77.3262504];Noida/India/Asia
9042;Baskin Robbins;300;3.5;Good;41.0;2017-11-22T18:21:40Z;[28.5672537, 77.3254972];Noida/India/Asia
9043;Burger King;500;3.5;Good;211.0;2016-08-16T00:36:24Z;[28.5671503, 77.32530809999999];Noida/India/Asia
9044;Costa Coffee;600;3.5;Good;110.0;2018-01-14T10:25:02Z;[28.567446500000003, 77.3260709];Noida/India/Asia
9045;Crazy Noodles;1100;3.6;Good;507.0;2016-10-18T18:07:02Z;[28.5678881, 77.3264748];Noida/India/Asia
9046;Jack Po!tato's;150;3.5;Good;37.0;2018-05-15T22:10:21Z;[28.5671054, 77.3253509];Noida/India/Asia
9047;Mandarin Trail;1500;3.7;Good;517.0;2018-07-20T19:02:57Z;[28.5672163, 77.3255325];Noida/India/Asia
9048;Nazeer Foods;600;3.6;Good;179.0;2016-11-26T20:15:25Z;[28.5674287, 77.3256447];Noida/India/Asia
9049;Pizza Hut;1000;3.7;Good;189.0;2016-03-10T20:33:23Z;[28.5672492, 77.3255133];Noida/India/Asia
9050;Shree Rathnam;800;3.5;Good;139.0;2016-05-04T00:45:27Z;[28.5680132, 77.3261382];Noida/India/Asia
9051;TGI Friday's;2500;3.5;Good;1147.0;2018-08-16T05:06:06Z;[28.5676834, 77.3262056];Noida/India/Asia
9052;Thaal Vaadi;1000;3.5;Good;249.0;2018-07-01T17:54:30Z;[28.5680132, 77.3261382];Noida/India/Asia
9053;Cafe' Wow;200;0.0;Not rated;0.0;2016-11-12T02:13:57Z;[28.5675141, 77.3255998];Noida/India/Asia
9054;Chef's Basket Pop Up Cafí©;200;0.0;Not rated;0.0;2016-03-06T01:57:20Z;[28.5706333, 77.3272147];Noida/India/Asia
9055;Chocolate Fountain;150;0.0;Not rated;1.0;2016-11-26T01:16:42Z;[28.5671588, 77.3253979];Noida/India/Asia
9056;McDonald's;150;0.0;Not rated;1.0;2017-07-21T03:03:12Z;[28.5680759, 77.3265645];Noida/India/Asia
9057;Tea Trails;850;0.0;Not rated;1.0;2017-05-17T07:20:36Z;[28.564185, 77.324803];Noida/India/Asia
9058;The Hangout-Deli;1000;0.0;Not rated;0.0;2017-04-25T15:48:24Z;[28.5677509, 77.32321292];Noida/India/Asia
9059;Chopaal;450;2.0;Poor;161.0;2018-06-21T10:01:36Z;[28.5671503, 77.32530809999999];Noida/India/Asia
9060;Club Ice Cube;2400;2.0;Poor;230.0;2016-10-31T02:57:57Z;[28.5680674, 77.3264748];Noida/India/Asia
9061;Moti Mahal Delux Tandoori Trail;1200;2.0;Poor;108.0;2018-07-08T15:39:58Z;[28.5670397, 77.325445];Noida/India/Asia
9062;The Punjabiis Restro Bar;1200;4.0;Very Good;395.0;2018-12-15T09:58:06Z;[28.5671588, 77.3253979];Noida/India/Asia
9063;Sky Grill;700;2.6;Average;34.0;2016-07-20T15:32:11Z;[28.5575368, 77.3675243];Noida/India/Asia
9064;Bread & Pasta;400;0.0;Not rated;1.0;2017-08-22T03:03:25Z;[28.5579292, 77.3673027];Noida/India/Asia
9065;Chillies Cafe;600;0.0;Not rated;3.0;2018-08-10T05:44:02Z;[28.5578418, 77.367188];Noida/India/Asia
9066;Platters;500;0.0;Not rated;0.0;2018-12-08T23:54:30Z;[28.557929700000003, 77.3673216];Noida/India/Asia
9067;The Grand;250;0.0;Not rated;1.0;2017-09-19T00:32:26Z;[28.5578518, 77.367188];Noida/India/Asia
9068;Hops n Grains;2000;4.2;Very Good;843.0;2018-07-20T20:57:43Z;[30.6978586, 76.84925799999999];Panchkula/India/Asia
9069;Genuine Broaster Chicken;500;3.5;Good;42.0;2016-04-10T07:13:01Z;[25.6093239, 85.1235252];Patna/India/Asia
9070;Bansi Vihar;300;3.4;Average;111.0;2018-04-14T22:26:22Z;[25.60803333, 85.137825];Patna/India/Asia
9071;Mainland China;1400;3.5;Good;65.0;2018-01-27T12:17:04Z;[25.6093239, 85.1235252];Patna/India/Asia
9072;Pukhtaan-The Royal Taste of India;1500;3.5;Good;32.0;2018-11-08T08:54:20Z;[25.6093239, 85.1235252];Patna/India/Asia
9073;The Yellow Chilli;1000;3.5;Good;150.0;2018-07-31T19:22:19Z;[25.61034722, 85.13588611];Patna/India/Asia
9074;Indian Summer Cafe;600;3.4;Average;16.0;2017-05-12T08:52:57Z;[25.6097878, 85.14262542];Patna/India/Asia
9075;KFC;500;3.3;Average;49.0;2018-10-17T12:11:14Z;[25.6172, 85.14649167];Patna/India/Asia
9076;McDonald's;500;3.4;Average;60.0;2016-01-12T20:28:47Z;[25.617912, 85.14863199999999];Patna/India/Asia
9077;Biryani Mahal;500;3.6;Good;99.0;2016-06-03T00:23:40Z;[25.61042222, 85.13382778];Patna/India/Asia
9078;Spice Court - Hotel Maurya;1600;3.7;Good;43.0;2018-03-18T12:04:01Z;[25.615025, 85.142028];Patna/India/Asia
9079;Angeethi;800;3.4;Average;45.0;2017-09-25T05:16:49Z;[25.60662778, 85.074775];Patna/India/Asia
9080;Red Chilli;450;3.6;Good;69.0;2016-05-04T10:06:11Z;[25.61355147, 85.08215654];Patna/India/Asia
9081;Pind Balluchi;1000;3.3;Average;162.0;2018-04-07T17:58:28Z;[25.61704444, 85.14115833];Patna/India/Asia
9082;Raj Rasoi;600;3.3;Average;74.0;2018-04-25T15:26:37Z;[25.61583889, 85.14343889];Patna/India/Asia
9083;Kapil Dev's Eleven;1000;3.6;Good;107.0;2018-04-12T23:35:04Z;[25.61098056, 85.13806111];Patna/India/Asia
9084;Sri Basant Vihar;600;3.6;Good;75.0;2017-11-13T13:22:04Z;[25.61011389, 85.13407222];Patna/India/Asia
9085;17 Degrees;1200;3.5;Good;151.0;2018-02-05T03:03:47Z;[25.634209, 85.106207];Patna/India/Asia
9086;Nirvana;700;3.4;Average;61.0;2016-04-09T03:21:26Z;[25.61403056, 85.11631667];Patna/India/Asia
9087;Roti Restaurant;500;3.1;Average;64.0;2017-02-09T06:59:45Z;[25.62067778, 85.11401389];Patna/India/Asia
9088;Swaaddesh;700;3.5;Good;45.0;2018-03-25T04:59:00Z;[25.61552768, 85.1154613];Patna/India/Asia
9089;Auroville Bakery;150;3.8;Good;173.0;2018-02-06T18:12:10Z;[11.989991, 79.834825];Puducherry/India/Asia
9090;Tanto Pizzeria;1000;3.8;Good;513.0;2016-10-22T23:51:47Z;[11.99078611, 79.82895];Puducherry/India/Asia
9091;The Smoothie Bar;250;3.7;Good;36.0;2016-07-27T21:41:52Z;[11.93819039, 79.83147883];Puducherry/India/Asia
9092;Le Club;1400;3.5;Good;328.0;2018-10-29T11:29:46Z;[11.92587222, 79.83385556];Puducherry/India/Asia
9093;Cafe Ole;700;3.8;Good;199.0;2018-01-30T06:35:05Z;[11.92994722, 79.83015556];Puducherry/India/Asia
9094;Italize;600;3.6;Good;97.0;2018-11-15T05:12:05Z;[11.93648771, 79.83134832];Puducherry/India/Asia
9095;The Pasta Bar Veneto;900;3.6;Good;275.0;2016-11-24T23:34:21Z;[11.92996111, 79.83013889];Puducherry/India/Asia
9096;Baker Street;400;4.1;Very Good;791.0;2016-03-22T07:55:01Z;[11.929275, 79.829584];Puducherry/India/Asia
9097;Zuka Choco-la;300;4.2;Very Good;656.0;2016-06-20T23:53:00Z;[11.929842, 79.83019399999999];Puducherry/India/Asia
9098;Bay of Buddha -  The Promenade;1500;3.8;Good;189.0;2018-04-02T05:50:36Z;[11.9331, 79.8358];Puducherry/India/Asia
9099;Blueline - The Promenade;1500;3.8;Good;192.0;2017-02-27T23:14:32Z;[11.93315278, 79.83575556];Puducherry/India/Asia
9100;Villa Shanti;1500;3.9;Good;535.0;2017-07-22T20:54:29Z;[11.929698, 79.833191];Puducherry/India/Asia
9101;Le Cafe;450;3.1;Average;875.0;2017-08-22T15:07:50Z;[11.93154444, 79.83570833];Puducherry/India/Asia
9102;Spice Route;1200;3.4;Average;228.0;2017-04-07T09:04:21Z;[11.92877274, 79.83363356];Puducherry/India/Asia
9103;#Dilliwaala6;800;3.7;Good;124.0;2018-04-01T07:27:19Z;[11.9365319, 79.83481014];Puducherry/India/Asia
9104;Cafe des Arts;800;3.5;Good;298.0;2016-07-11T23:29:13Z;[11.93021111, 79.83331944];Puducherry/India/Asia
9105;Le Dupleix;1500;3.8;Good;456.0;2018-04-30T17:56:49Z;[11.93104444, 79.83376389];Puducherry/India/Asia
9106;Rendezvous Cafe Restaurant;1200;3.5;Good;225.0;2017-07-01T00:52:29Z;[11.92859167, 79.83258056];Puducherry/India/Asia
9107;The Indian Kaffe Express;550;3.8;Good;495.0;2017-09-26T14:50:28Z;[11.93036667, 79.8348];Puducherry/India/Asia
9108;Gelateria Montecatini Terme;150;4.2;Very Good;163.0;2017-06-11T00:49:22Z;[11.92598889, 79.83419167];Puducherry/India/Asia
9109;The Urban Foundry;1500;4.5;Excellent;1099.0;2017-08-13T03:34:12Z;[18.5691562, 73.77472289];Pune/India/Asia
9110;Teddy Boy;1200;3.6;Good;507.0;2017-04-19T15:12:08Z;[18.5514399, 73.80485516];Pune/India/Asia
9111;Effingut Brewerkz;2000;4.3;Very Good;375.0;2018-08-10T02:43:41Z;[18.554382, 73.7982064];Pune/India/Asia
9112;Le Plaisir;1000;4.8;Excellent;2510.0;2017-09-12T23:10:45Z;[18.51420998, 73.83842938];Pune/India/Asia
9113;Farzi Cafe;1500;4.3;Very Good;868.0;2018-05-25T03:11:07Z;[18.5436256, 73.90510069999999];Pune/India/Asia
9114;Mineority By Saby;1400;4.2;Very Good;306.0;2018-06-20T06:17:01Z;[18.54625752, 73.90433729];Pune/India/Asia
9115;The Little Next Door;1000;4.1;Very Good;1143.0;2018-02-09T11:11:33Z;[18.54694697, 73.90062645];Pune/India/Asia
9116;Effingut Brewerkz;1800;4.3;Very Good;1531.0;2018-11-25T02:36:43Z;[18.53408003, 73.89852025];Pune/India/Asia
9117;Kargo;900;4.4;Very Good;635.0;2017-08-05T05:57:54Z;[18.53656175, 73.89648478];Pune/India/Asia
9118;Sautí©ed Stories;850;4.2;Very Good;583.0;2017-06-12T17:05:46Z;[18.53929933, 73.897902];Pune/India/Asia
9119;The Sassy Spoon;1500;4.1;Very Good;140.0;2018-05-22T08:45:18Z;[18.533811, 73.899315];Pune/India/Asia
9120;German Bakery Wunderbar;1000;4.0;Very Good;1583.0;2016-07-24T15:17:05Z;[18.52001645, 73.83054703];Pune/India/Asia
9121;Chili's;1800;4.5;Excellent;1439.0;2017-11-12T23:46:20Z;[18.5624502, 73.9166191];Pune/India/Asia
9122;Barbeque Nation;1700;4.5;Excellent;2847.0;2017-04-13T19:08:14Z;[18.51621575, 73.84252679];Pune/India/Asia
9123;Blue Water;1500;4.2;Very Good;487.0;2018-01-01T02:37:55Z;[18.63621513, 73.75108123];Pune/India/Asia
9124;Agent Jack's Bar;1200;4.2;Very Good;1531.0;2017-02-02T21:34:19Z;[18.5367185, 73.8303275];Pune/India/Asia
9125;Tales & Spirits;800;4.1;Very Good;997.0;2017-04-28T05:55:23Z;[18.5309626, 73.8289719];Pune/India/Asia
9126;18 Degrees Resto Lounge;2100;3.6;Good;1566.0;2017-11-12T00:52:25Z;[18.59348149, 73.785901];Pune/India/Asia
9127;Apache;1000;4.1;Very Good;377.0;2018-09-09T09:39:56Z;[18.5639345, 73.91536690000001];Pune/India/Asia
9128;Barbeque Ville;1000;4.4;Very Good;208.0;2017-10-22T19:55:16Z;[18.5927182, 73.7735722];Pune/India/Asia
9129;Hot Lips;1000;3.3;Average;65.0;2018-11-15T09:58:41Z;[23.41679167, 85.31684167];Ranchi/India/Asia
9130;The Kav's;400;3.2;Average;51.0;2016-05-02T08:36:54Z;[23.3700501, 85.3250387];Ranchi/India/Asia
9131;Prana;1000;3.7;Good;81.0;2018-12-31T06:28:39Z;[23.3700501, 85.3250387];Ranchi/India/Asia
9132;Kathi Kabab;400;3.3;Average;89.0;2018-09-10T06:47:01Z;[23.35903333, 85.32534722];Ranchi/India/Asia
9133;Yo China Restaurant;650;3.4;Average;117.0;2016-05-03T12:33:00Z;[23.35516389, 85.32409722];Ranchi/India/Asia
9134;Kaveri Restaurant And Caterers;450;4.0;Very Good;370.0;2018-08-29T01:26:06Z;[23.35780368, 85.32514606];Ranchi/India/Asia
9135;Yellow Sapphire;1000;3.7;Good;116.0;2018-12-18T01:09:50Z;[23.359407, 85.325055];Ranchi/India/Asia
9136;Moti Mahal Delux Tandoori Trail;1000;3.6;Good;119.0;2018-06-28T18:29:29Z;[23.35378333, 85.32696667];Ranchi/India/Asia
9137;Jungli Moon Dance Restaurant;500;3.1;Average;26.0;2018-08-01T10:12:19Z;[23.35105833, 85.32573056];Ranchi/India/Asia
9138;KFC;500;3.2;Average;125.0;2018-09-20T21:02:48Z;[23.35442222, 85.3329];Ranchi/India/Asia
9139;Punjab Sweet House;200;3.5;Good;112.0;2016-03-13T22:24:49Z;[23.35919444, 85.32544722];Ranchi/India/Asia
9140;Food Belle;650;3.3;Average;20.0;2018-04-12T00:49:45Z;[23.3700501, 85.3250387];Ranchi/India/Asia
9141;Kaveri Restaurant And Caterers;450;3.4;Average;102.0;2017-01-30T13:02:56Z;[23.37498889, 85.33548611];Ranchi/India/Asia
9142;OMG Cafe;500;3.3;Average;19.0;2017-08-29T04:13:12Z;[23.3700501, 85.3250387];Ranchi/India/Asia
9143;The Best;400;3.4;Average;13.0;2017-08-08T09:44:21Z;[23.36974563, 85.33981957];Ranchi/India/Asia
9144;7th Heaven;400;3.7;Good;92.0;2016-03-13T10:44:33Z;[23.37129167, 85.32787222];Ranchi/India/Asia
9145;The Urban Brava;1000;3.6;Good;95.0;2017-09-14T18:39:49Z;[23.37487778, 85.33573889];Ranchi/India/Asia
9146;Waterfront - Radisson Blu;2000;3.4;Average;62.0;2017-03-11T18:07:10Z;[23.351489, 85.324253];Ranchi/India/Asia
9147;Pizza Hut;700;3.5;Good;66.0;2016-12-19T23:04:23Z;[23.33301667, 85.3172];Ranchi/India/Asia
9148;Aroma - The Royal Retreat;1500;3.5;Good;67.0;2017-08-14T22:50:05Z;[23.39925, 85.39046389];Ranchi/India/Asia
9149;Saffron Mantra;850;4.4;Very Good;494.0;2018-05-14T23:52:51Z;[17.458998100000002, 78.5003662];Secunderabad/India/Asia
9150;Coffee Cup;800;4.6;Excellent;1408.0;2018-09-17T19:12:04Z;[17.483215899999998, 78.55211070000001];Secunderabad/India/Asia
9151;Level 5 - Terrace Restro & Cafe;900;3.8;Good;201.0;2018-07-04T04:20:02Z;[21.18643846, 72.79411532];Surat/India/Asia
9152;Wok On Fire;800;3.9;Good;226.0;2017-01-29T19:47:58Z;[21.18660789, 72.79413611];Surat/India/Asia
9153;Thalaivaa;500;4.1;Very Good;70.0;2018-01-04T03:22:04Z;[21.18688393, 72.79361609];Surat/India/Asia
9154;World Platter;800;3.9;Good;191.0;2018-04-26T13:53:03Z;[21.17349346, 72.80195273];Surat/India/Asia
9155;Golden Dragon;800;4.2;Very Good;197.0;2018-05-17T00:31:46Z;[21.17510449, 72.80434225];Surat/India/Asia
9156;Mysore Cafe;250;4.0;Very Good;279.0;2017-09-07T20:25:20Z;[21.185047, 72.80858986];Surat/India/Asia
9157;Coffee Culture - The Ristorante Lounge;650;4.0;Very Good;223.0;2016-07-07T04:27:35Z;[21.17079783, 72.79048864];Surat/India/Asia
9158;Falafel Lovers;650;4.3;Very Good;479.0;2018-12-14T10:19:29Z;[21.17334339, 72.79273096];Surat/India/Asia
9159;The Centre Court;900;4.1;Very Good;164.0;2016-01-03T18:59:06Z;[21.175975, 72.79550278];Surat/India/Asia
9160;Wok On Fire;800;3.7;Good;209.0;2017-02-19T23:03:59Z;[21.17105952, 72.78929204];Surat/India/Asia
9161;Leonardo Italian Mediterranean Dining;1400;4.2;Very Good;319.0;2016-04-12T15:51:17Z;[21.15773452, 72.76877817];Surat/India/Asia
9162;Kansar Gujarati Thali;550;3.9;Good;153.0;2016-01-10T07:27:07Z;[21.18343357, 72.81449206];Surat/India/Asia
9163;The Haus;500;3.9;Good;28.0;2018-07-18T06:29:24Z;[21.17009563, 72.78912205];Surat/India/Asia
9164;Black Pepper;1000;4.1;Very Good;221.0;2017-06-23T13:11:42Z;[21.15772858, 72.76872553];Surat/India/Asia
9165;Pizza Hut;800;4.1;Very Good;216.0;2018-08-17T13:17:29Z;[21.16052169, 72.77147748];Surat/India/Asia
9166;The Sizzling Salsa;1500;4.1;Very Good;204.0;2017-12-08T22:11:06Z;[21.16043664, 72.77420897];Surat/India/Asia
9167;Global Local;1500;3.4;Average;47.0;2018-08-23T12:21:47Z;[21.14956883, 72.77269729];Surat/India/Asia
9168;The Creamery;250;3.6;Good;87.0;2017-10-28T10:38:25Z;[21.14983426, 72.7786658];Surat/India/Asia
9169;The Food Lab;900;3.6;Good;66.0;2016-04-27T16:31:09Z;[21.14966885, 72.77262915];Surat/India/Asia
9170;The Hog Spot;800;3.8;Good;87.0;2016-10-09T20:33:30Z;[21.15275978, 72.77805928];Surat/India/Asia
9171;22nd Parallel;400;4.5;Excellent;344.0;2016-06-18T20:43:33Z;[22.307898, 73.167788];Vadodara/India/Asia
9172;Kabir Kitchen;600;3.8;Good;130.0;2016-01-13T16:35:16Z;[22.2973142, 73.1942567];Vadodara/India/Asia
9173;Kaphi Pibama;500;3.8;Good;71.0;2018-11-22T08:12:56Z;[22.32, 73.17];Vadodara/India/Asia
9174;VarieTea;400;3.9;Good;145.0;2016-05-26T03:37:08Z;[22.2973142, 73.1942567];Vadodara/India/Asia
9175;Barbeque Nation;1500;4.3;Very Good;332.0;2018-12-02T04:22:18Z;[22.310526, 73.170937];Vadodara/India/Asia
9176;Little Italy;1000;4.1;Very Good;202.0;2016-02-21T16:19:24Z;[22.31279, 73.170283];Vadodara/India/Asia
9177;Meraki;1200;4.0;Very Good;93.0;2017-01-11T04:29:37Z;[22.2973142, 73.1942567];Vadodara/India/Asia
9178;That Place;1500;4.4;Very Good;276.0;2018-12-10T13:35:24Z;[22.2973142, 73.1942567];Vadodara/India/Asia
9179;Wok On Fire;800;3.8;Good;107.0;2016-09-23T17:10:34Z;[22.2973142, 73.1942567];Vadodara/India/Asia
9180;Mandap - Hotel Express Towers;600;4.0;Very Good;191.0;2018-05-28T23:35:11Z;[22.310329, 73.169083];Vadodara/India/Asia
9181;Offside Lounge;800;3.8;Good;149.0;2016-01-02T00:12:16Z;[22.308096, 73.167753];Vadodara/India/Asia
9182;Gazebo Garden Restaurant;1000;3.5;Good;82.0;2016-05-19T17:37:47Z;[22.2973142, 73.1942567];Vadodara/India/Asia
9183;La Quello - Mediterranean Kitchen;1300;4.6;Excellent;321.0;2016-09-20T10:22:48Z;[22.31023696, 73.15892089];Vadodara/India/Asia
9184;El Amigos Kitchen;800;3.5;Good;96.0;2016-09-24T06:59:54Z;[22.311603, 73.165012];Vadodara/India/Asia
9185;Mr Toasties;300;3.9;Good;50.0;2016-10-11T02:50:10Z;[22.2973142, 73.1942567];Vadodara/India/Asia
9186;The Yellow Chilli;800;3.9;Good;243.0;2018-01-28T10:25:30Z;[22.2973142, 73.1942567];Vadodara/India/Asia
9187;Coffee Culture;600;4.3;Very Good;92.0;2018-10-17T04:04:43Z;[22.2973142, 73.1942567];Vadodara/India/Asia
9188;Freshco - The Health Cafí©;700;4.2;Very Good;132.0;2016-01-30T02:50:09Z;[22.2973142, 73.1942567];Vadodara/India/Asia
9189;Pizza Hut;600;4.1;Very Good;269.0;2017-11-15T03:59:27Z;[22.311844, 73.165081];Vadodara/India/Asia
9190;Tomato's;1000;4.1;Very Good;395.0;2016-04-11T11:08:22Z;[22.311358, 73.164798];Vadodara/India/Asia
9191;Open Hand Shop & Cafe;450;3.4;Average;59.0;2018-03-16T23:04:27Z;[25.287958, 83.004504];Varanasi/India/Asia
9192;Pizzeria Vaatika Cafe;700;3.7;Good;149.0;2018-11-28T15:31:59Z;[25.288447, 83.006523];Varanasi/India/Asia
9193;Aman Restaurant;650;3.2;Average;60.0;2016-01-23T07:36:57Z;[25.3356491, 83.0076292];Varanasi/India/Asia
9194;Blue Lassi;300;3.7;Good;96.0;2017-07-04T18:38:21Z;[25.3356491, 83.0076292];Varanasi/India/Asia
9195;Kerala Cafe;300;3.6;Good;125.0;2016-09-27T02:04:34Z;[25.3356491, 83.0076292];Varanasi/India/Asia
9196;Baati Chokha;450;3.7;Good;68.0;2017-07-17T15:43:37Z;[25.3356491, 83.0076292];Varanasi/India/Asia
